sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
masculino;comercio;papeleria;enciso;2;8;2017-08-10;7300000;microempresarial
femenino;servicio;fabricadehelados;los alcazares;3;13;2017-08-15;4000000;microempresarial
masculino;servicio;comidasrapidas;20 de julio;2;13;2018-04-04;5000000;microempresarial
femenino;comercio;variedades;manrique central no. 1;2;4;2016-11-08;6000000;microempresarial
femenino;servicio;recreativoeducativo;manrique central no. 1;2;7;2018-07-12;6000000;microempresarial
masculino;comercio;tallerdemecanica;kennedy;2;6;2016-07-11;4000000;microempresarial
femenino;comercio;variedades;robledo;2;7;2018-04-19;6000000;microempresarial
femenino;industria;fabricade;doce de octubre no.1;2;6;2018-05-11;7812000;microempresarial
femenino;comercio;miscelanea;san javier no.1;1;13;2017-02-10;5000000;microempresarial
masculino;servicio;comidasrapidas;manrique central no. 2;2;3;2019-05-10;8281000;microempresarial
femenino;comercio;tienda;20 de julio;1;13;2018-05-29;7800000;microempresarial
masculino;servicio;mantenimientoen;popular;1;1;2016-03-07;2000000;microempresarial
masculino;servicio;fabricadecalzado;aranjuez;2;16;2017-05-09;7377000;microempresarial
femenino;servicio;mantenimientoen;las palmas;3;10;2018-09-21;7800000;microempresarial
femenino;comercio;comidasrapidas;villa hermosa;3;8;2018-03-02;7800000;microempresarial
masculino;industria;fabricade;aranjuez;1;4;2018-04-04;7800000;microempresarial
femenino;comercio;tienda;robledo;2;7;2016-10-27;6890000;microempresarial
femenino;industria;variedades;robledo;2;7;2016-05-04;6890000;microempresarial
femenino;comercio;miscelanea;20 de julio;2;13;2017-11-23;7300000;microempresarial
femenino;comercio;distribuidorade;robledo;2;7;2016-11-22;4000000;microempresarial
femenino;industria;restaurante;campo valdes no. 1;2;4;2018-06-27;6000000;microempresarial
femenino;industria;fabricade;el salvador;3;9;2017-06-16;5000000;microempresarial
masculino;comercio;comidasrapidas;aranjuez;3;4;2018-04-25;3000000;microempresarial
masculino;servicio;depositode;el compromiso;1;1;2018-05-11;3000000;microempresarial
femenino;industria;fabricade;manrique central no. 1;2;4;2018-06-08;7000000;microempresarial
femenino;servicio;comidasrapidas;san javier no.1;1;13;2016-04-01;4000000;microempresarial
masculino;comercio;organizaciony;centro admtivo;3;10;2017-08-24;18000000;juridicaycapsemilla
femenino;servicio;restaurante;cabecera san cristobal;1;60;2018-04-25;7800000;microempresarial
femenino;comercio;cafeteria;aranjuez;2;4;2016-12-13;6890000;microempresarial
femenino;industria;variedades;belencito;2;13;2016-10-12;5000000;microempresarial
femenino;comercio;variedades;centro admtivo;3;10;2018-01-31;7300000;microempresarial
femenino;servicio;peluqueria;villa del socorro;2;2;2017-01-13;2;microempresarial
femenino;servicio;fotografia;villa niza;2;2;2017-01-19;6000000;microempresarial
femenino;comercio;cafeteria;aranjuez;1;4;2018-02-16;4000000;microempresarial
masculino;comercio;distribuidorade;cabecera san cristobal;2;60;2016-05-02;3000000;microempresarial
femenino;industria;fabricade;manrique oriental;2;3;2017-03-29;3500000;microempresarial
femenino;comercio;almacenderopaen;santa cruz;2;2;2017-12-18;7377000;microempresarial
femenino;servicio;peluqueria;santa lucia;3;12;2017-03-23;7000000;microempresarial
masculino;comercio;fabricadecalzado;robledo;2;7;2017-03-30;5000000;microempresarial
masculino;servicio;peluqueria;enciso;2;8;2018-10-03;5000000;microempresarial
femenino;comercio;tienda;belencito;2;13;2016-05-12;6000000;microempresarial
femenino;industria;fabricade;olaya herrera;1;7;2018-05-17;5000000;microempresarial
femenino;industria;fabricade;manrique central no. 2;2;3;2016-04-18;6000000;microempresarial
masculino;comercio;variedades;robledo;2;7;2016-06-14;40000000;microempresarial
masculino;industria;carpinteria;manrique oriental;2;3;2017-07-18;7377000;microempresarial
masculino;comercio;tienda;el salvador;3;9;2016-03-04;6890000;microempresarial
masculino;industria;fabricade;villa niza;2;2;2017-07-21;7377000;microempresarial
femenino;industria;fabricade;enciso;3;8;2018-11-06;17187324;empresarialed
masculino;servicio;restaurante;villa hermosa;3;8;2017-07-04;5800000;microempresarial
femenino;comercio;variedades;carpinelo;1;1;2018-04-16;2500000;microempresarial
femenino;comercio;almacenderopaen;llanaditas;1;8;2018-09-27;5000000;microempresarial
femenino;comercio;cafeteria;belen;3;16;2017-06-13;7370000;microempresarial
femenino;comercio;variedades;castilla;2;5;2018-08-27;3000000;microempresarial
masculino;agropecuaria;criaderodeanimales;san javier no.1;1;13;2018-02-23;6000000;microempresarial
masculino;comercio;tienda;manrique oriental;2;3;2016-06-09;6890000;microempresarial
femenino;comercio;peluqueria;santa cruz;2;2;2018-02-06;4500000;microempresarial
femenino;comercio;almacenderopaen;buenos aires;3;9;2017-11-27;7000000;microempresarial
femenino;comercio;tallerdemecanica;san pablo;1;1;2018-03-20;7800000;microempresarial
femenino;servicio;licorera;la esperanza;1;6;2016-09-29;4000000;microempresarial
femenino;comercio;restaurante;pablo vi;2;2;2017-08-04;7000000;microempresarial
masculino;comercio;legumbreria;popular;1;1;2017-08-24;1000000;microempresarial
femenino;comercio;variedades;manrique central no. 1;2;4;2018-07-24;5000000;microempresarial
femenino;comercio;restaurante;belen;3;16;2017-05-03;20000000;juridicaycapsemilla
femenino;industria;fabricade;robledo;2;7;2016-11-30;6890000;microempresarial
femenino;industria;fabricade;la milagrosa;3;9;2019-02-15;8200000;microempresarial
femenino;servicio;variedades;robledo;3;7;2017-10-24;4000000;microempresarial
femenino;comercio;comidasrapidas;popular;2;1;2016-11-25;1000000;microempresarial
femenino;comercio;variedades;robledo;3;7;2018-02-07;7000000;microempresarial
femenino;comercio;fabricade;tricentenario;3;5;2017-05-15;7377000;microempresarial
femenino;comercio;fabricade;san martin de porres;3;6;2017-08-08;7000000;microempresarial
femenino;industria;fabricade;robledo;2;7;2018-07-17;3000000;microempresarial
femenino;comercio;tiendadehelados;el salvador;3;9;2016-03-07;6800000;microempresarial
femenino;industria;fabricade;carpinelo;1;1;2016-07-26;6890000;microempresarial
femenino;industria;fabricadeproductos;villa hermosa;3;8;2016-05-17;6890000;microempresarial
femenino;industria;fabricade;moravia;2;4;2017-04-28;4000000;microempresarial
masculino;industria;carpinteria;santa cruz;2;2;2018-03-12;4500000;microempresarial
femenino;comercio;miscelanea;trinidad;2;15;2018-03-15;7800000;microempresarial
masculino;servicio;barberia;robledo;2;7;2017-09-29;7377000;microempresarial
masculino;comercio;marroquineria;aranjuez;2;4;2018-06-15;5000000;microempresarial
masculino;comercio;restaurante;belen;3;16;2016-11-29;6890000;microempresarial
masculino;servicio;tienda;manrique central no. 1;3;4;2017-03-16;6000000;microempresarial
femenino;comercio;fabricade;buenos aires;3;9;2018-02-13;7800000;microempresarial
masculino;comercio;variedades;santo domingo savio ;1;1;2018-05-16;7800000;microempresarial
femenino;industria;fabricade;santa cruz;2;2;2018-02-06;7800000;microempresarial
femenino;servicio;cafeeinternet;barrio caicedo;2;9;2019-01-25;7500000;microempresarial
masculino;comercio;variedades;belen;3;16;2018-02-08;7800000;microempresarial
masculino;comercio;almacenderopaen;palermo;2;4;2017-11-14;4400000;microempresarial
femenino;comercio;comidasrapidas;santo domingo savio ;1;1;2018-02-07;7800000;microempresarial
femenino;industria;fabricade;playon de los ;1;2;2018-09-14;7800000;microempresarial
femenino;industria;fabricade;enciso;2;8;2019-04-23;1650000;microempresarial
masculino;industria;fabricade;buenos aires;2;9;2017-03-30;6000000;microempresarial
femenino;comercio;tienda;santo domingo savio ;1;1;2017-04-21;5000000;microempresarial
masculino;industria;fabricaderepuestos;campo valdes no. 1;3;4;2016-10-07;2000000;microempresarial
femenino;comercio;papeleria;robledo;2;7;2018-10-24;1800000;microempresarial
masculino;servicio;barberia;la pradera;3;13;2019-05-28;8000000;microempresarial
femenino;comercio;variedades;la avanzada;1;1;2018-07-25;3000000;microempresarial
femenino;servicio;distribuidorade;robledo;3;7;2018-11-07;6000000;microempresarial
masculino;comercio;granero;manrique central no. 2;3;3;2017-03-15;7000000;microempresarial
femenino;industria;fabricade;la milagrosa;3;8;2018-11-19;7800000;microempresarial
femenino;comercio;variedades;santa cruz;2;2;2018-08-24;7800000;microempresarial
masculino;servicio;ebanistaria;13 de noviembre;1;8;2019-05-10;8281000;microempresarial
femenino;servicio;peluqueria;campo valdes no. 1;3;4;2018-03-02;7500000;microempresarial
femenino;comercio;tienda;santa cruz;2;2;2016-06-10;6000000;microempresarial
femenino;comercio;comidasrapidas;manrique central no. 1;2;4;2017-12-13;7000000;microempresarial
masculino;industria;fabricade;pedregal;3;6;2018-02-27;7800000;microempresarial
masculino;comercio;variedades;buenos aires;3;9;2017-05-31;7377000;microempresarial
femenino;comercio;comidasrapidas;enciso;3;8;2017-03-27;5000000;microempresarial
masculino;industria;fabricade;san pablo;2;1;2017-10-04;4400000;microempresarial
masculino;comercio;almacenderopaen;manrique central no. 2;2;3;2017-04-05;7300000;microempresarial
femenino;industria;fabricade;alfonso lopez;3;5;2017-03-01;7000000;microempresarial
femenino;servicio;comidasrapidas;manrique oriental;2;4;2019-06-13;8200000;microempresarial
masculino;servicio;tallerdemecanica;santa cruz;2;2;2017-07-14;5500000;microempresarial
masculino;comercio;tienda;manrique central no. 1;1;4;2018-03-06;5000000;microempresarial
masculino;comercio;tienda;santo domingo savio ;1;1;2018-09-14;5500000;microempresarial
masculino;servicio;peluqueria;barrio caicedo;2;9;2018-09-10;1500000;microempresarial
masculino;comercio;fabricade;la milagrosa;3;9;2016-10-06;6500000;microempresarial
masculino;comercio;variedades;castilla;3;5;2019-03-05;3000000;microempresarial
femenino;servicio;variedades;santa cruz;2;2;2018-02-14;2000000;microempresarial
femenino;servicio;mantenimientoen;manrique central no. 2;2;3;2019-03-15;3000000;microempresarial
femenino;comercio;almacenderopaen;moravia;2;4;2016-12-27;6900000;microempresarial
femenino;comercio;tienda;villa hermosa;2;8;2018-10-29;7000000;microempresarial
femenino;servicio;comidasrapidas;castilla;2;5;2018-05-31;6000000;microempresarial
masculino;comercio;cafeeinternet;villa niza;2;2;2017-05-19;7377000;microempresarial
femenino;comercio;joyeria;la floresta;2;12;2017-10-31;6400000;microempresarial
femenino;comercio;variedades;villa niza;2;2;2017-05-30;4000000;microempresarial
femenino;comercio;reciclaje;robledo;2;7;2018-04-12;7000000;microempresarial
femenino;servicio;lavaderode;san bernardo;3;16;2018-03-23;3000000;microempresarial
masculino;industria;fabricadecolchones;manrique central no. 1;2;4;2018-08-29;782000;microempresarial
femenino;comercio;comidasrapidas;20 de julio;2;13;2017-05-26;6000000;microempresarial
femenino;servicio;peluqueria;belen;3;16;2017-10-09;7370000;microempresarial
femenino;comercio;cafeteria;pedregal;3;6;2018-01-11;7000000;microempresarial
femenino;industria;fabricade;barrio caicedo;1;9;2018-10-03;7800000;microempresarial
femenino;comercio;panaderia;la esperanza;1;6;2016-12-26;5000000;microempresarial
femenino;industria;fabricade;enciso;1;8;2018-12-05;3000000;microempresarial
masculino;comercio;tienda;moravia;1;4;2017-03-14;7300000;microempresarial
femenino;servicio;productosdebelleza;belen;3;16;2019-03-05;8281000;microempresarial
masculino;industria;fabricade;campo valdes no. 2;3;3;2018-02-21;7000000;microempresarial
femenino;comercio;variedades;santo domingo savio ;2;1;2017-10-05;5000000;microempresarial
femenino;industria;fabricade;castilla;3;5;2016-04-14;6894540;microempresarial
masculino;comercio;tienda;santo domingo savio ;2;1;2017-07-07;7000000;microempresarial
femenino;comercio;ferreteria;la floresta;1;12;2016-02-25;6890000;microempresarial
masculino;servicio;fotografia;manrique central no. 1;2;4;2018-10-24;7800000;microempresarial
femenino;servicio;restaurante;enciso;1;8;2016-10-05;4000000;microempresarial
femenino;industria;fabricade;robledo;2;7;2016-12-26;6890000;microempresarial
femenino;industria;fabricade;manrique central no. 1;3;4;2018-07-09;7800000;microempresarial
femenino;industria;fabricade;robledo;3;7;2018-12-03;5000000;microempresarial
masculino;comercio;almacenderopaen;robledo;2;7;2016-11-28;6000000;microempresarial
femenino;industria;fabricade;buenos aires;2;9;2018-09-14;7800000;microempresarial
masculino;industria;fabricadealimentos;buenos aires;3;9;2018-07-03;17187324;microempresarial
masculino;industria;fabricadealimentos;belen;3;16;2017-10-30;5000000;microempresarial
masculino;servicio;peluqueria;aranjuez;3;4;2017-04-28;7300000;microempresarial
femenino;servicio;peluqueria;cristo rey;3;15;2017-09-01;3300000;microempresarial
masculino;industria;variedades;santo domingo savio ;1;1;2018-05-02;4000000;microempresarial
femenino;industria;fabricade;santa cruz;1;2;2016-08-31;6890000;microempresarial
masculino;comercio;tienda;belen;3;16;2018-01-24;4000000;microempresarial
femenino;comercio;comidasrapidas;enciso;3;8;2017-01-18;6800000;microempresarial
femenino;industria;fabricade;manrique oriental;2;3;2018-05-21;6000000;microempresarial
femenino;comercio;tienda;aguas frias;2;70;2016-06-09;6000000;microempresarial
femenino;comercio;comidasrapidas;picacho;1;6;2017-03-29;73770000;microempresarial
masculino;comercio;almacenderopaen;enciso;2;8;2018-07-18;7800000;microempresarial
femenino;comercio;barberia;robledo;3;7;2018-02-27;7200000;microempresarial
femenino;comercio;variedades;castilla;3;5;2019-03-19;7000000;microempresarial
femenino;comercio;fabricade;cabecera san antonio ;3;80;2017-03-21;4000000;microempresarial
femenino;industria;fabricade;aranjuez;2;4;2017-02-17;4000000;microempresarial
masculino;comercio;tienda;manrique oriental;2;3;2017-11-29;7300000;microempresarial
masculino;servicio;variedades;carpinelo;1;1;2019-03-15;8000000;microempresarial
masculino;comercio;variedades;enciso;2;8;2017-06-02;7370000;microempresarial
femenino;servicio;peluqueria;doce de octubre no.1;1;6;2017-09-26;7300000;microempresarial
femenino;comercio;legumbreria;carpinelo;1;1;2018-04-16;7800000;microempresarial
masculino;comercio;fabricadecalzado;barrio caicedo;1;9;2018-12-04;7000000;microempresarial
masculino;comercio;miscelanea;barrio caicedo;2;9;2016-11-10;6800000;microempresarial
masculino;comercio;variedades;las palmas;3;10;2018-05-11;1500000;microempresarial
femenino;industria;fabricade;santa cruz;2;2;2017-06-05;3500000;microempresarial
femenino;industria;fabricade;robledo;3;7;2018-07-10;7800000;microempresarial
masculino;agropecuaria;criaderodeanimales;cabecera san cristobal;2;60;2018-07-23;19000000;agropecuaria
masculino;comercio;variedades;buenos aires;3;9;2018-06-05;7800000;microempresarial
femenino;industria;fabricade;manrique oriental;2;3;2018-06-18;7000000;microempresarial
femenino;comercio;almacenderopaen;tejelo;3;5;2017-11-10;7000000;microempresarial
masculino;industria;fabricade;buenos aires;3;9;2018-01-26;3000000;microempresarial
masculino;servicio;mantenimientoen;versalles no. 2;1;3;2016-05-06;5500000;microempresarial
masculino;comercio;fabricadealimentos;aranjuez;3;4;2018-02-08;7812000;microempresarial
femenino;comercio;variedades;san javier no.1;1;13;2017-09-05;5200000;microempresarial
femenino;comercio;tienda;aranjuez;2;4;2017-08-16;7300000;microempresarial
masculino;comercio;tienda;belen;2;16;2016-10-28;6890000;microempresarial
masculino;comercio;variedades;popular;1;1;2016-11-23;3000000;microempresarial
masculino;comercio;tienda;lopez de mesa;3;7;2019-01-24;2000000;microempresarial
femenino;comercio;productosdebelleza;la america;3;12;2018-08-02;7000000;microempresarial
femenino;servicio;recreativoeducativo;robledo;2;7;2016-11-18;6890000;microempresarial
femenino;industria;fabricadealimentos;el salvador;2;9;2017-11-08;4000000;microempresarial
femenino;comercio;variedades;toscana;2;5;2018-07-13;7500000;microempresarial
femenino;comercio;tienda;barrio caicedo;1;9;2016-02-24;6000000;microempresarial
femenino;servicio;comidasrapidas;buenos aires;2;9;2016-09-22;6890000;microempresarial
femenino;industria;fabricade;santo domingo savio ;1;1;2017-06-06;5000000;microempresarial
masculino;comercio;tienda;robledo;3;7;2016-11-16;3500000;microempresarial
femenino;servicio;cafeeinternet;robledo;1;7;2018-04-16;6000000;microempresarial
femenino;agropecuaria;criaderodeanimales;palmitas;1;50;2018-01-23;2000000;microempresarial
femenino;industria;fabricade;fatima;3;16;2018-07-04;7800000;microempresarial
masculino;servicio;fumigacion;villa turbay;1;8;2018-01-03;4400000;credioportuno
masculino;industria;fabricade;popular;2;1;2017-10-04;7300000;microempresarial
masculino;servicio;comidasrapidas;popular;2;1;2017-09-14;7377000;microempresarial
masculino;comercio;fabricadealimentos;guayabal;3;15;2017-05-04;7000000;microempresarial
masculino;servicio;comidasrapidas;olaya herrera;1;7;2016-08-29;6890000;microempresarial
masculino;comercio;fabricadearepas;robledo;3;7;2017-08-17;7000000;microempresarial
femenino;comercio;almacenderopaen;enciso;2;8;2018-07-24;1000000;microempresarial
masculino;servicio;productosdebelleza;aranjuez;2;4;2018-10-29;7800000;microempresarial
femenino;servicio;peluqueria;popular;2;1;2018-05-30;7000000;microempresarial
masculino;servicio;mantenimientoen;la candelaria;3;10;2016-01-18;6890000;microempresarial
femenino;industria;fabricade;castilla;3;5;2017-02-20;5000000;microempresarial
masculino;industria;fabricade;las palmas;3;10;2018-06-07;7800000;microempresarial
femenino;comercio;almacenderopaen;manrique central no. 2;1;3;2017-06-08;7377000;microempresarial
femenino;comercio;variedades;santo domingo savio ;1;1;2017-09-06;7377000;microempresarial
masculino;comercio;miscelanea;florencia;3;5;2018-12-06;6000000;microempresarial
masculino;servicio;tienda;barrio caicedo;3;9;2017-05-12;1500000;microempresarial
femenino;comercio;almacenderopaen;santa cruz;2;2;2019-01-30;8281000;microempresarial
femenino;comercio;peluqueria;robledo;3;7;2016-07-28;6890000;microempresarial
masculino;industria;carpinteria;castilla;3;5;2017-06-12;2000000;microempresarial
femenino;comercio;variedades;robledo;2;7;2017-02-14;7370000;microempresarial
femenino;servicio;variedades;bello horizonte;2;7;2018-02-14;7800000;microempresarial
masculino;comercio;variedades;cabecera san antonio ;2;80;2018-03-09;7800000;microempresarial
masculino;industria;fabricade;lopez de mesa;3;7;2018-04-09;5000000;microempresarial
femenino;comercio;tienda;la milagrosa;2;9;2017-11-10;43000;microempresarial
femenino;comercio;papeleria;granizal;2;1;2017-03-14;5000000;microempresarial
femenino;servicio;peluqueria;campo valdes no. 1;3;4;2018-09-05;7800000;microempresarial
masculino;servicio;variedades;san javier no.1;3;13;2017-05-24;73000000;microempresarial
femenino;comercio;variedades;san javier no.1;3;13;2016-10-14;4000000;microempresarial
femenino;comercio;tiendadehelados;la milagrosa;2;9;2017-09-28;3000000;microempresarial
femenino;comercio;almacenderopaen;villa niza;2;2;2018-09-27;6000000;microempresarial
femenino;comercio;tienda;el salvador;2;9;2017-03-15;5000000;microempresarial
masculino;comercio;recreativoeducativo;manrique central no. 2;2;3;2017-03-30;4500000;juridicaycapsemilla
femenino;servicio;fabricade;belen;2;16;2016-07-26;6000000;microempresarial
femenino;comercio;papeleria;doce de octubre no.1;2;6;2017-09-01;3000000;microempresarial
femenino;servicio;peluqueria;san javier no.1;2;13;2017-08-18;1000000;microempresarial
femenino;comercio;variedades;santa cruz;2;2;2018-03-14;1500000;microempresarial
femenino;comercio;tienda;popular;1;1;2018-08-02;5000000;microempresarial
femenino;comercio;granero;boyaca;3;5;2017-06-30;7000000;microempresarial
femenino;comercio;cafeteria;bel¿n;3;16;2016-01-14;6800000;microempresarial
masculino;comercio;variedades;altavista;2;70;2017-10-27;3000000;microempresarial
femenino;comercio;tienda;pablo vi;2;2;2017-04-26;4300000;microempresarial
femenino;industria;fabricade;florencia;3;5;2017-12-04;3000000;microempresarial
femenino;industria;fabricade;villa hermosa;2;8;2018-08-06;4000000;microempresarial
masculino;industria;fabricadearepas;santo domingo savio ;1;1;2017-01-20;6890000;microempresarial
femenino;comercio;comidasrapidas;manrique central no. 1;3;4;2018-04-03;7000000;microempresarial
femenino;comercio;almacenderopaen;buenos aires;3;9;2017-04-25;6000000;microempresarial
femenino;industria;fabricade;robledo;1;7;2018-03-21;5000000;microempresarial
femenino;comercio;almacenderopaen;llanaditas;2;8;2017-05-15;5000000;microempresarial
femenino;servicio;comidasrapidas;guayabal;3;15;2016-06-14;5000000;microempresarial
masculino;comercio;comidasrapidas;robledo;3;7;2017-06-08;7300000;microempresarial
femenino;industria;fabricade;buenos aires;2;9;2016-11-11;4000000;microempresarial
masculino;servicio;mantenimientoen;buenos aires;3;9;2017-07-13;6000000;microempresarial
masculino;comercio;distribuidorade;barrio caicedo;2;9;2018-06-14;7800000;microempresarial
masculino;comercio;variedades;manrique central no. 2;2;3;2016-11-08;6000000;microempresarial
femenino;comercio;variedades;cabecera san cristobal;2;60;2017-08-08;7300000;microempresarial
femenino;industria;ferreteria;doce de octubre no.1;2;6;2018-10-29;5000000;microempresarial
femenino;industria;fabricade;guayabal;2;15;2018-04-04;6700000;microempresarial
masculino;industria;fabricade;buenos aires;2;9;2017-03-29;7377000;microempresarial
femenino;comercio;tienda;juan xxiii la quiebra;1;13;2016-02-06;3000000;microempresarial
masculino;servicio;variedades;robledo;3;7;2017-09-07;7300000;microempresarial
femenino;servicio;restaurante;el salvador;3;9;2018-10-11;4000000;microempresarial
femenino;servicio;variedades;manrique oriental;2;3;2017-07-21;7300000;microempresarial
masculino;comercio;almacenderopaen;guayabal;3;15;2017-04-06;5000000;microempresarial
masculino;comercio;carpinteria;manrique oriental;2;3;2017-01-04;5000000;microempresarial
femenino;servicio;variedades;cabecera san cristobal;3;60;2017-01-04;6894000;microempresarial
femenino;comercio;fabricadealimentos;guayabal;2;15;2018-11-14;7000000;microempresarial
femenino;servicio;peluqueria;popular;2;1;2016-09-07;5000000;microempresarial
femenino;servicio;barberia;robledo;1;7;2016-03-18;6890000;microempresarial
femenino;comercio;charcuteria;robledo;1;7;2016-10-21;1500000;microempresarial
masculino;comercio;almacenderopaen;aranjuez;2;4;2017-03-06;4000000;microempresarial
femenino;comercio;comidasrapidas;la libertad;2;8;2018-04-20;2000000;microempresarial
femenino;servicio;papeleria;enciso;1;8;2017-10-23;7000000;microempresarial
masculino;industria;fabricade;la milagrosa;3;9;2018-10-11;7800000;microempresarial
masculino;comercio;tiendadehelados;aranjuez;2;4;2019-06-20;2000000;credioportuno
masculino;industria;fabricade;santo domingo savio ;1;1;2018-11-16;7000000;microempresarial
femenino;comercio;ventadecalzado;pablo vi;2;2;2017-08-30;7000000;microempresarial
masculino;servicio;gimnasio;robledo;2;7;2017-11-21;2000000;empresarialed
femenino;comercio;peluqueria;loreto;3;9;2018-05-03;3000000;microempresarial
femenino;comercio;distribuidorade;playon de los ;2;2;2018-07-17;5000000;microempresarial
femenino;comercio;miscelanea;aranjuez;2;4;2018-10-03;7800000;microempresarial
masculino;comercio;tienda;manrique central no. 1;2;4;2019-03-28;8281000;microempresarial
femenino;servicio;recreativoeducativo;barrio caicedo;1;9;2018-05-28;7000000;microempresarial
femenino;comercio;distribuidorade;robledo;2;7;2018-03-16;7000000;microempresarial
femenino;comercio;tienda;campo valdes no. 1;3;4;2018-08-06;1000000;microempresarial
femenino;industria;fabricade;enciso;2;8;2018-03-12;6000000;microempresarial
femenino;servicio;peluqueria;robledo;2;7;2018-06-13;6000000;microempresarial
femenino;comercio;almacenderopaen;bombona no. 1;3;10;2018-02-01;7800000;microempresarial
femenino;comercio;variedades;manrique central no. 1;2;4;2017-10-25;7370000;microempresarial
masculino;industria;fabricaderepuestos;pedregal;2;6;2018-12-11;7000000;microempresarial
femenino;comercio;almacenderopaen;francisco antonio zea;3;5;2016-08-26;6890000;microempresarial
femenino;industria;fabricade;aranjuez;1;4;2017-11-23;4500000;microempresarial
femenino;comercio;tienda;el pinal;1;8;2016-02-10;3000000;microempresarial
femenino;comercio;variedades;pedregal;2;6;2018-11-14;5000000;microempresarial
femenino;comercio;comidasrapidas;santo domingo savio ;2;1;2018-05-23;2000000;microempresarial
masculino;comercio;miscelanea;robledo;3;7;2016-10-13;6890000;microempresarial
masculino;comercio;comidasrapidas;guayabal;3;15;2018-07-09;3000000;microempresarial
femenino;comercio;tienda;belen;2;16;2018-06-20;7800000;microempresarial
masculino;comercio;joyeria;manrique central no. 1;3;4;2017-09-15;6000000;microempresarial
femenino;servicio;peluqueria;robledo;2;7;2017-02-03;4000000;microempresarial
femenino;comercio;variedades;castilla;3;5;2018-09-21;7800000;microempresarial
femenino;industria;fabricade;llanaditas;1;8;2017-02-22;5000000;microempresarial
masculino;agropecuaria;criaderodeanimales;cabecera san antonio ;2;80;2018-06-12;7800000;microempresarial
femenino;comercio;comidasrapidas;castilla;3;5;2018-12-13;7800000;microempresarial
femenino;comercio;cafeeinternet;aranjuez;1;4;2016-11-25;6890000;microempresarial
femenino;comercio;almacenderopaen;manrique oriental;3;3;2019-02-13;8000000;microempresarial
femenino;servicio;fotografia;versalles no. 1;1;3;2018-06-12;7812000;microempresarial
femenino;comercio;variedades;manrique oriental;1;3;2019-05-03;8000000;microempresarial
femenino;comercio;variedades;cabecera san cristobal;1;60;2018-12-04;3000000;microempresarial
femenino;agropecuaria;variedades;andalucia;2;2;2018-06-15;7000000;microempresarial
masculino;industria;panaderia;popular;1;1;2018-01-30;6000000;microempresarial
femenino;comercio;variedades;robledo;2;7;2017-07-24;6000000;microempresarial
femenino;comercio;variedades;prado;3;10;2017-06-27;7377000;microempresarial
femenino;comercio;comidasrapidas;girardot;3;5;2016-10-06;4000000;microempresarial
femenino;servicio;ventadelacteos;robledo;2;7;2016-07-07;4000000;microempresarial
masculino;comercio;fabricade;san javier no.1;1;13;2018-02-01;6000000;microempresarial
masculino;industria;fabricade;picachito;1;6;2018-11-26;7800000;microempresarial
masculino;servicio;publicidady;popular;2;1;2016-11-16;6890000;microempresarial
masculino;comercio;cerrajeria;cabecera san antonio ;2;80;2018-06-07;3000000;microempresarial
femenino;servicio;peluqueria;doce de octubre no.1;2;6;2017-08-28;7300000;microempresarial
masculino;servicio;tallerdemecanica;miraflores;3;9;2017-05-23;7000000;microempresarial
masculino;servicio;mantenimientoen;enciso;1;8;2016-09-07;6890000;microempresarial
masculino;industria;tallerdemecanica;villatina;2;8;2017-08-16;4000000;microempresarial
femenino;servicio;restaurante;enciso;1;8;2017-10-26;7300000;microempresarial
femenino;servicio;variedades;pedregal;3;6;2018-12-04;7000000;microempresarial
masculino;comercio;distribuidorade;santa lucia;2;12;2018-03-16;7000000;microempresarial
femenino;comercio;fabricadealimentos;cabecera san cristobal;2;60;2018-07-17;7800000;microempresarial
femenino;comercio;fabricadealimentos;la milagrosa;2;9;2018-04-04;7800000;microempresarial
masculino;industria;cerrajeria;girardot;3;5;2017-02-06;1000000;microempresarial
masculino;servicio;tallerdeelectronica;centro admtivo;2;10;2019-01-04;3000000;microempresarial
femenino;industria;fabricade;girardot;3;5;2018-11-16;7800000;microempresarial
masculino;industria;fabricade;manrique central no. 1;2;4;2018-07-16;7800000;microempresarial
femenino;comercio;almacenderopaen;boyaca;3;5;2016-11-08;6890000;microempresarial
femenino;comercio;fabricade;castilla;3;5;2017-01-24;6000000;microempresarial
femenino;servicio;charcuteria;manrique oriental;2;3;2016-04-19;14000000;microempresarial
femenino;servicio;comidasrapidas;castilla;3;5;2019-06-14;6474000;microempresarial
femenino;servicio;variedades;castilla;3;5;2017-09-15;5000000;microempresarial
masculino;servicio;tallerdeelectronica;popular;2;1;2018-04-16;7800000;microempresarial
masculino;servicio;cerrajeria;buenos aires;2;9;2017-07-18;7377000;microempresarial
masculino;industria;variedades;manrique central no. 1;1;4;2017-08-31;7370000;microempresarial
femenino;comercio;almacenderopaen;robledo;2;7;2017-07-11;3000000;microempresarial
femenino;comercio;tienda;robledo;1;7;2016-06-24;4000000;microempresarial
femenino;industria;fabricade;enciso;2;8;2018-12-19;780;microempresarial
masculino;servicio;barberia;juan xxiii la quiebra;1;13;2017-10-13;5200000;microempresarial
femenino;comercio;comidasrapidas;cabecera san cristobal;2;60;2018-02-07;4500000;microempresarial
